district,price_m2,price_m2,price_m2,price_m2
,median,min,max,count
Баянгол,5.6,2.4,9.047619047619047,92
Баянзүрх,6.0,0.27087719298245616,11.0,170
Сонгинохайрхан,3.741150442477876,0.19117647058823528,4.722222222222222,8
Сүхбаатар,7.333333333333333,2.5,14.9,296
Хан-Уул,7.0,1.4035087719298245,14.25531914893617,374
Чингэлтэй,6.36025,3.0,10.33,131
